letter_number,name,drainage,basin,junesucker_notes,coordinates,map_link,size_acres,max_depth_ft,elevation_ft,dwr_notes,fish_species,fishing_pressure,jed_notes,status,trip_reports,notes_needs_update,no_fish,lat,lng,coord_source,coord_status
A-28,Clyde,Provo River Drainage,,\N,\N,\N,16.0,21,10420,"Clyde is an oblong lake located in a rocky basin at the foot of Mount Watson. It is 16 acres, 10,420 feet in elevation with 21 feet maximum depth. The shoreline is characterized by scattered conifers with large areas of exposed bedrock along the southeastern margin. Camping opportunities are limited due to the ruggedness and slope of the terrain. Spring water and horse feed are available in the Divide Lakes vicinity. Trail access is 1¼ miles north of the Crystal Lake Trailhead on the unmarked and indistinct Watson Clyde Trail. This trail begins near Upper Lily Lake. Fisherman use is heavy for pan-sized brook trout.",Brookies,High,\N,\N,\N,0,0,40.7020509,-110.9701978,manual,confirmed
A-29,Wall,Provo River Drainage,,\N,\N,\N,80.0,97,10140,"Wall is a sizeable reservoir located in a steep, rocky basin. It is 80 acres maximum, 10,140 feet in elevation, with 97 feet maximum depth. The shoreline is characterized by talus rocks and scattered conifers. Access is one mile north of the Crystal Lake Trailhead on the Notch Mountain Trail. There are several areas for camping along the eastern lake margin. However, horse feed is limited and spring water unavailable. Wall Reservoir has brook and cutthroat trout and angling pressure is heavy.","Brookies*, Cutthroats*, Tigers",High,\N,\N,\N,0,0,40.6976016,-110.9608558,manual,confirmed
A-3,Buckeye,Provo River Drainage,,"Buckeye Lake also known as A-3, is located Summit County, Utah and is part of the Uinta-Wastch-Cache National Forest. The lake sits inside of the Provo River drainage of the Uinta Mountains. Road info updated in 2020.

The first Time I went to this lake in 2017, the main road which is Forest Road 041 was severely damaged. The road had caved in by a drainage pipe and had a 5 foot drop off. At the time I told people to take the road around Blue Lake, FR 531 which was much smoother. Well fast forward to 2020 and the main road Forest Road 041 was smooth enough to take a low clearance car down. When we went to check out FR 531 to go to Blue Lake there was giant rocks in the road and we didn't attempt it.

Since Forest Road 041 also called Spring Canyon Road, is a major road it will be groomed more often. You can access Buckeye from the Alexander Lake turn off of Mirror Lake highway which is across from the Duchesne Tunnel turn off. Follow Forest Road 041 for 4.8 until you see the signs for Buckeye Lake. On the way you will pass Alexander Lake, and Spectacle Lake.

Alternatively you can access the lake from the north via the Trial Lake turn off of Mirror Lake Highway. Follow Forest Road 041 for 4.4 miles to Buckey Lake. There will be signs. Just pas washington Lake there will be signs for the Spring Canyon Road which you will follow. You will pass several lakes on the way which are labeled on the map below. Access to Buckeye Lake is easier on the west side of the lake.

The lake is stocked about every three years with Brook Trout.

The Lambert family based near Kamas grazed sheep here in the early 1920's. Their sheep herder Abram Jones was the one who named Buckeye Lake, as well as some of the other lakes in the area. The nearby Lambert Meadows was named after their grazing operation.

Buckeye is a shallow, productive lake with floating, grass covered banks and islands. It is 5 acres, 9,660 feet in elevation, with 8 feet maximum depth. The lake is surrounded by a large wet meadow with conifers around the perimeter a of the meadow Buckeye receives intensive fishing pressure and brook trout are planted to supplement natural reproduction. Access is 4 3/4 miles north of Highway U-150 on the Spring Canyon Road to the Buckeye Lake turnoff, and then 1/4 mile north on a rough road to the lake. Excellent campsites with pasture and spring water are available. Users are encouraged to keep vehicles off the fragile meadow areas surrounding Buckeye.

Spectacle Lake, Blue Lake, Lambert Lake, Alexander Lake, Trident Lake, Beth Lake, Haystack Lake, Azure Lake, Rock Lake, Shadow Lake, Tail Lake, Washington Lake, Crystal Lake, Lilly Lakes, and Trial Lake.",\N,\N,5.0,8,9660,"Buckeye is a shallow, productive lake with floating, grass covered banks and islands. It is 5 acres, 9,660 feet in elevation, with 8 feet maximum depth. The lake is surrounded by a large wet meadow with conifers around the perimeter of the meadow. Buckeye receives intensive fishing pressure and brook trout are planted to supplement natural reproduction. Access is 4½ miles north of Highway U-150 on the Spring Canyon Road to the Buckeye Lake turnoff, and then ¼ mile north on a rough road to the lake. Excellent campsites with pasture and spring water are available. Users are encouraged to keep vehicles off the fragile meadow areas surrounding Buckeye.",Brookies,High,\N,\N,\N,0,0,40.6381245,-110.9743789,manual,confirmed
A-30,John,Provo River Drainage,,\N,\N,\N,4.0,10,10500,"John is a shallow, natural water located on a rocky ridge ¼ mile northeast of Clyde Lake (see directions to Clyde Lake). It is 4 acres, 10,500 feet in elevation, with 10 feet maximum depth. The lake appears as Booker on USGS topographic maps. John is situated in a small meadow with scattered conifer patches and surrounded by rocky ledges. Campsites and horse feed are limited, and spring water is unavailable. Direct access for horses is difficult. John maintains a good population of pan-sized brook trout.",Brookies,Moderate,\N,\N,\N,0,0,40.7056851,-110.9677451,manual,confirmed
A-31,James,Provo River Drainage,,\N,\N,\N,2.1,8,10500,"James is a natural lake located in a small meadow surrounded by rocky shelves, bedrock and talus. It is 2.1 acres, 10,500 feet in elevation, with 8 feet maximum depth. There are scattered conifers around the lake margin. The inlet provides excellent spring water. Marginal campsites are present with some horse feed. Access is ¼ mile north of Divide #1 Lake along the inlet stream to the foot of Notch Mountain. Total distance from the Crystal Lake Trailhead is 2¼ miles. James is subject to occasional winterkill but is stocked with brook trout on a frequent basis.",Brookies,Moderate,\N,\N,\N,0,0,40.7067871,-110.9723712,manual,confirmed
A-32,Twin Upper,Provo River Drainage,,\N,\N,\N,9.0,13,10420,"Upper Twin is a natural lake located in rocky terrain at the base of Notch Mountain. It is 9 acres, 10,420 feet in elevation, with 13 feet maximum depth. The lake is surrounded by small meadow areas and sparse conifers. Campsites are available with limited horse feed. Spring water is present only during the early summer months. Access is 2¾ miles north of the Crystal Lake Trailhead on the Notch Mountain Trail. Leave the trail where it begins the last incline to Notch Pass and head directly west for ¼ mile to the Twin Lakes Basin. Direct access on horseback is difficult. The lake contains brook trout and angling pressure is heavy.","Brookies, Tigers*",High,\N,\N,\N,0,0,40.70494474491473,-110.96260070800783,manual,confirmed
A-33,Twin Lower,Provo River Drainage,,\N,\N,\N,3.0,14,10410,"Lower Twin is a small lake situated in rocky terrain immediately south of Upper Twin Lake. It is 3 acres, 10,410 feet in elevation, with 14 feet maximum depth. The shoreline is characterized by low, rocky shelves and boulders with scattered conifers. Camping areas are present, but better sites are available at Upper Twin Lake. Spring water may be available at Upper Twin during the early summer months. Access is 2¾ miles north of the Crystal Lake Trailhead on the Notch Mountain Trail. Leave the trail at the point where it begins the last incline to Notch Pass and head directly west for ¼ mile to the Twin Lakes Basin. Lower Twin contains brook trout. Angling pressure is predominantly day use, but heavy.","Brookies*, Tigers",High,\N,\N,\N,0,0,40.70383860758449,-110.9617853164673,manual,confirmed
A-34,Cliff,Provo River Drainage,,\N,\N,\N,9.0,20,10230,"This natural lake is located in a small glacial basin surrounded by scattered conifers and meadows. Cliff is 9 acres, 10,230 feet in elevation, with 20 feet maximum depth. There are several good campsites to the north and east of the lake. Spring water is available throughout the season. Horse pasture is limited but can be located to the north in the vicinity of Petit Lake. Access is ¼ mile north of the Crystal Lake Trailhead on the Watson Clyde Trail. This trail is unmarked but can be located at the northwestern extremity of Upper Lily Lake. Cliff contains pan-sized cutthroat trout and sustains heavy angler use.","Brookies*, Cutthroats, Tigers",High,\N,\N,\N,0,0,40.688554,-110.9668477,manual,confirmed
A-35,Booker,Provo River Drainage,,\N,\N,\N,4.1,8,10460,"Booker is one of 3 lakes situated on the Provo-Weber Drainage Divide at the foot of Mt. Watson. It is 4.1 acres, 10,460 feet in elevation, with 8 feet maximum depth. The surrounding terrain is composed of scattered conifers with large areas of exposed bedrock. Booker is located 200 yards northwest of Clyde Lake (see directions to Clyde). Campsites are present at the southeastern end. Spring water and horse feed are available at the nearby Divide #'s 1 and 2 lakes. Booker contains a small population of brook trout and sustains heavy fishing pressure.",Brookies,High,\N,\N,\N,0,0,40.7037861,-110.9719106,manual,confirmed
A-36,"Divide, #1",Provo River Drainage,,\N,\N,\N,3.5,5,10460,"This shallow lake is located in a rugged basin between Watson and Notch mountains. Divide #1 is 3.5 acres, 10,460 feet in elevation, with 5 feet maximum depth. It is one of three lakes located on the drainage divide between the Weber and Provo basins. The surrounding terrain is extremely rocky with large areas of exposed bedrock and scattered conifers and meadows. Access is ¼ mile northwest of Clyde Lake on an indistinct trail. Good campsites with excellent spring water are available at the nearby Divide #2 Lake. Horse feed can be obtained from meadows adjacent to Divide #1 and from a large park north of the lake along the inlet stream. The lake contains brook trout, and fishing pressure is heavy.",Brookies,High,\N,\N,\N,0,0,40.7041316,-110.9739805,manual,confirmed
A-37,Long,Provo River Drainage,,\N,\N,\N,35.0,26,10100,"This reservoired lake is located in a rocky basin with scattered patches of conifers. Long is 35 acres maximum, 10,100 feet in elevation, with 26 feet maximum depth. Access is 2 miles west of the Crystal Lake Trailhead on the Lake Country Trail. Excellent campsites with horse feed are available. However, a spring water source is not present. Long contains brook and cutthroat trout and sustains heavy angling pressure.","Brookies*, Cutthroats*",High,\N,\N,\N,0,0,40.683469384529104,-110.99461555480958,manual,confirmed
A-38,Ramona,Provo River Drainage,,\N,\N,\N,4.7,21,10340,"Ramona is situated on the ridge ¼ mile northeast of Island Lake in the North Fork Drainage. It is 4.7 acres, 10,340 feet in elevation, with 21 feet maximum depth. Direct trail access is not available, but the terrain can be negotiated on horseback. The total distance from the Crystal Lake Trailhead is 3¾ miles. The lake is surrounded by large areas of exposed bedrock and scattered conifers. Marginal campsites are available, but spring water is not present. Horse feed is scarce. Ramona sustains moderate fishing pressure and is stocked with brook trout.",Brookies,Moderate,\N,\N,\N,0,0,40.6866586,-111.0104068,manual,confirmed
A-39,Shingle Creek East,Provo River Drainage,,"East Shingle Creek Lake A-39 is located in Summit County, Utah. The lake lies within the Uinta-Wasatch-Cache National Forest and is in the Provo River Drainage.

From Kamas take the Mirror Lake Highway road for 8.7 miles. You will turn on to the Upper Setting Road and there is a sign. The Upper Setting Road is just past the two Yellow Pine exits. Follow the Upper Setting Road also known as Forest Road 034 for 6.7 miles. There is a cattle gate about half way up that you will have to open and close. When I was last on the road in the summer of 2020 it was in really good condition. You could have taken a lower clearance SUV with no issue. There are a few reports online saying that the last two miles of the road can get ugly and will sometimes require a high clearance vehicle. There is a small parking area that can fit around 5 to 10 cars. This is where the trail head begins.

The trailhead starts at the end of Upper Setting Road. The total hike is 1.6 miles and only gains 274 feet in elevation. I saw several small children that were able to make the hike. This is a popular hike and the trail leading to the lake is easy to follow. Stay on the Upper Setting Trail all the way to the lake. A quarter mile before the lake you will see a sign for a trail called Shingle Creek. The Shingle Creek Trail leads back down to Mirror Lake highway so don't take it.

One alternative hike in is called Shingle Creek Trail. Unlike the Upper Setting Trail the Shingle Creek Trail starts right on the Mirror Lake Highway. This is one of the earlier season trails you can access, when snow is still blocking most the mountain. The Hike is 6 miles each way. You can find more info on the Shingle Creek Trail on Girl On A Hike's page.

Tiger trout is the most likely catch and brook trout is a possible catch. On average this lake is stocked with only about 400 tiger trout. Due to the limited fish stocked and the heavy traffic area, fishing can be poor. Typically stocked every two to four years.

West Shingle Creek Lake P-60, Lower Shingle Creek Lake P-62, South Erickson Lake W-25, North Erickson Lake W-26, Castle Lake W-51, Big Elk Lake A-18, Little Elk Lake A-19, and Hourglass Lake A-48.

1964
A-20. 7 acres, maximum depth 44 feet, average depth 25 1/2 feet, elevation 8,800 feet. A very difficult lake to locate. 6 miles north along Shingle Creek Trail which starts on Highway 150 west of Norway Flats Road. Lake lies west over high ridge from Norway Flats. Stocked with brook. Fishing should be excellent as very few people visit this lake. Good campsites.

1999
East Shingle Creek Lake A-39. Is a deep, natural body of water situated at the head of Shingle Creek. It is 7 acres, 9,700 feet in elevation, with 44 feet maximum depth. The lake is surrounded by thick timber with scattered small meadows. Access is 6 1/2 miles north of U-150 on the improved Upper Setting Road to the trail-head and then 1 miles northeast on the Upper Setting Pack Trail.
Access is also provided by the Shingle Creek Pack Trail from U-150, but hiking distance is much greater. Several campsites with spring water are available. Horse pasture is limited in the lake vicinity. Angling pressure is heavy due to the accessibility of this lake. In addition to brook trout, splake (a brook trout - lake trout hybrid) were introduced to help control a population of redside shiners.",\N,\N,7.0,44,9700,"East Shingle Creek Lake is a deep, natural body of water situated at the head of Shingle Creek. It is 7 acres, 9,700 feet in elevation, with 44 feet maximum depth. The lake is surrounded by thick timber with scattered small meadows. Access is 6½ miles north of U-150 on the improved Upper Setting Road to the trailhead and then 1¾ miles northeast on the Upper Setting Pack Trail. Access is also provided by the Shingle Creek Pack Trail from U-150, but hiking distance is much greater. Several campsites with spring water are available. Horse pasture is limited in the lake vicinity. Angling pressure is heavy due to the accessibility of this lake. In addition to brook trout, splake (a brook trout - lake trout hybrid) were introduced to help control a population of redside shiners.","Brookies*, Splake*, Tigers",High,\N,\N,\N,0,0,40.67998712101373,-111.08602523803712,manual,confirmed
A-4,Spring Canyon,Provo River Drainage,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark.,\N,\N,\N,\N,\N,0,1,40.6269864,-110.9723711,manual,confirmed
A-40,Cutthroat (clint),Provo River Drainage,,\N,\N,\N,3.0,10,9940,"Cutthroat is a meadow lake situated at the foot of a steep shale ridge in the North Fork Drainage. It is 3 acres, 9,940 feet in elevation, with 10 feet maximum depth. Cutthroat is located 1 mile west of the Long Lake Dam within sight of the Lake Country Trail. The total distance from the Crystal Lake Trailhead is 3 miles. The Forest Service sign at the lake indicates Clint rather than Cutthroat. Excellent campsites and abundant spring water are available. The surrounding meadow contains limited horse feed but cannot sustain intensive grazing. Angling pressure is light and fishing fast for small brook trout.","Brookies*, Tigers*",Low,\N,\N,\N,0,0,40.68125637831822,-111.00989341735841,manual,confirmed
A-41,Trident,Provo River Drainage,,\N,\N,\N,4.0,5,9400,"This shallow, productive lake is located immediately adjacent to the Spring Canyon Road 6½ miles north of U-150. Trident is 4 acres, 9,400 feet in elevation, with 5 feet maximum depth. The lake lies in a meadow surrounded by conifers. Camping areas are available with turn-offs for mobile camping units. Spring water is not present. Trident contains brook trout and receives heavy fishing pressure.",Brookies,High,\N,\N,\N,0,0,40.6487795,-110.9625756,manual,confirmed
A-42,Star,Provo River Drainage,,\N,\N,\N,16.0,35,9980,"Star is a reservoired lake located 1 mile northeast of Trial Lake. It is 16 acres maximum, 9,980 feet in elevation, with 35 feet maximum depth. Star is located in coniferous forest with scattered meadows to the north and northwest. There are few potential camping areas and no spring water. Horse feed is limited. From Trial Lake, follow the major inlet stream north to a small pond on a tributary. The reservoir is located at the top of this tributary stream. Star contains a limited population of cutthroat and brook trout and sustains heavy angling pressure. Star Lake contains a population of mountain suckers. It isn't known how these suckers got into the lake. One possibility is that they were brought in by anglers and used illegally as bait.","Brookies*, Grayling*, Tigers",High,\N,\N,\N,0,0,40.6915446,-110.9463446,manual,confirmed
A-43,Lillian,Provo River Drainage,,\N,\N,\N,2.0,8,10100,"Lillian is a beautiful meadow lake located in timbered country immediately south of Long Reservoir. It is 2 acres, 10,100 feet in elevation, with 8 feet maximum depth. Excellent campsites with spring water are available. Horse pasture is present in adjacent and surrounding parks. Trail access is 2 miles west of the Crystal Lake Trailhead on the Lake Country and Weir Lake cutoff trails. Lillian sustains a small population of brook trout. Angling pressure is light.",Brookies,Low,\N,\N,\N,0,0,40.6797418,-110.9923225,manual,confirmed
A-44,Spectacle (Hourglass),Provo River Drainage,,"Spectacle Lake A-44 is located in Summit County, Utah. The lake lies within the Provo River drainage of Uinta-Wasatch-Cache National Forest.

From Kamas take Mirror Lake Highway UT-150 for 17.8 miles. Just after the turn off for Duchesne Tunnel, you will take a left. This will put you onto Forest Road 041 also known as Spring Canyon Road. Follow this road for 4.5 miles. There is a small pond just off the fork to Blue Lake and Buckeye Lake. I recommend hiking in from here.

You can also access the lake via the Trial Lake turn off from the Mirror Lake Highway UT-150. From the Trial Lake turn off follow Forest Road 041 also known as Spring Canyon Road for 4.6 miles. You can park at the small pond just past Buckeye Lake.

I recommend hiking in from the pond near the fork in the road at the Buckeye and Blue Lake turn off. From just south of the pond head west for a quarter of a mile. I last did this hike in the fall of 2020 with with two small children and it was really easy. You should have no problem locating the lake.

There is a small turn off just south of the pond you can also enter from. The road will go back in a few hundred feet before breaking up into trees. On the map this looks like a shorter hike in, but it actually ends up being a bit longer.  Either way it's not a hard hike. The banks surrounding Spectacle Lake A-44 can be soft.

Typically stocked with Brook Trout on a 3 year cycle. 2020 stocked with 330 brook trout at 3.47 inches. 2018 stocked with 1,000 brook trout at 2.88 inches. 2015 stocked with 1008 brook trout at 2.5 inches.

1999
SPECTACLE(HOURGLASS), A-44. This irregularly shaped, natural lake is situated in thick conifers with some floating banks and islands. Spectacle is 9.3 acres, 9,740 feet in elevation, with 17 feet maximum depth. The lake appears as Hourglass on USGS topographic maps. Large expanses of yellow pond lily cover the surface of this lake. Access is 4 and a half miles north of Highway U-150 on the Spring Canyon Road to a small roadside pond and then west for a quarter mile to Spectacle. There is no trail to the lake. Camping areas are limited, and spring water is not available. Angling pressure is moderate. Spectacle is stocked with brook trout.

1964
SPECTACLE, A-8. (Also known as Hourglass.) 13 acres, elevation 9,500 feet, average depth 7 feet. Half mile southwest of Buckeye Lake and 5 miles north on Spring Canyon Road. Sits in large open meadow. Contains Eastern brook 10 to 12 inches. Stocked. Camping places.

Buckeye Lake A-3, Lambert Meadow Lake A-2, Blue Lake A-5, Alexander Lake A-1, Beth Lake A-6, Trident Lake A-41, and Haystack Lake A-9.

Spectacle

Lambert

Alexander

Buckeye

Blue Lake

Trident

Beth

Haystack",\N,\N,9.3,17,9740,"This irregularly shaped, natural lake is situated in thick conifers with some floating banks and islands. Spectacle is 9.3 acres, 9,740 feet in elevation, with 17 feet maximum depth. The lake appears as Hourglass on USGS topographic maps. Large expanses of yellow pond lily cover the surface of this lake. Access is 4½ miles north of Highway U-150 on the Spring Canyon Road to a small roadside pond and then west for ¼ mile to Spectacle. There is no trail to the lake. Camping areas are limited, and spring water is not available. Angling pressure is moderate. Spectacle is stocked with brook trout.",Brookies,Moderate,\N,\N,\N,0,0,40.63243766425468,-110.98114013671876,manual,confirmed
