letter_number,county,species,quantity,length,stock_date,source_year
A-25,SUMMIT,Brookies,153,2.9,2024-07-03,2024
A-25,SUMMIT,Brookies,150,3.01,2025-06-25,2025
A-26,SUMMIT,Brookies,199,2.54,2002-06-24,2002
A-26,SUMMIT,Brookies,201,2.65,2005-07-13,2005
A-26,SUMMIT,Brookies,200,2.92,2008-07-08,2008
A-26,SUMMIT,Brookies,206,2.68,2012-08-06,2012
A-26,SUMMIT,Brookies,208,2.5,2015-07-01,2015
A-26,SUMMIT,Brookies,200,2.88,2018-06-27,2018
A-26,SUMMIT,Brookies,66,2.47,2020-07-30,2020
A-26,SUMMIT,Brookies,69,2.79,2021-06-28,2021
A-26,SUMMIT,Brookies,60,2.75,2022-06-27,2022
A-26,SUMMIT,Brookies,130,2.68,2023-07-14,2023
A-26,SUMMIT,Brookies,133,2.9,2024-07-03,2024
A-26,SUMMIT,Brookies,130,3.01,2025-06-25,2025
A-27,SUMMIT,Brookies,612,2.54,2002-06-24,2002
A-27,SUMMIT,Brookies,603,2.48,2004-07-06,2004
A-27,SUMMIT,Brookies,600,2.75,2006-07-07,2006
A-27,SUMMIT,Brookies,600,2.92,2008-07-08,2008
A-27,SUMMIT,Brookies,598,2.79,2010-07-08,2010
A-27,SUMMIT,Brookies,608,2.3,2012-06-25,2012
A-27,SUMMIT,Brookies,632,2.4,2014-06-19,2014
A-27,SUMMIT,Brookies,601,2.16,2016-06-28,2016
A-27,SUMMIT,Brookies,599,2.88,2018-07-09,2018
A-27,SUMMIT,Brookies,297,2.47,2020-07-30,2020
A-27,SUMMIT,Brookies,299,2.79,2021-06-28,2021
A-27,SUMMIT,Brookies,300,2.75,2022-06-27,2022
A-27,SUMMIT,Brookies,299,2.68,2023-07-14,2023
A-27,SUMMIT,Brookies,296,2.9,2024-07-03,2024
A-27,SUMMIT,Brookies,300,3.01,2025-06-25,2025
A-28,SUMMIT,Brookies,1596,2.75,2006-07-07,2006
A-28,SUMMIT,Brookies,1600,2.71,2009-07-06,2009
A-28,SUMMIT,Brookies,1606,2.3,2012-06-25,2012
A-28,SUMMIT,Brookies,1612,2.61,2013-07-02,2013
A-28,SUMMIT,Brookies,1599,2.16,2016-06-28,2016
A-28,SUMMIT,Brookies,1196,2.68,2019-07-08,2019
A-28,SUMMIT,Brookies,1596,2.75,2022-06-27,2022
A-28,SUMMIT,Brookies,1600,3.01,2025-06-25,2025
A-29,SUMMIT,Cutthroats,8009,2.72,2003-10-01,2003
A-29,SUMMIT,Cutthroats,1997,1.4,2005-09-28,2005
A-29,SUMMIT,Cutthroats,17022,1.44,2006-10-09,2006
A-29,SUMMIT,Tigers,8400,2.86,2009-07-06,2009
A-29,SUMMIT,Tigers,5600,3.55,2015-07-07,2015
A-29,SUMMIT,Tigers,2340,2.34,2018-07-09,2018
A-29,SUMMIT,Tigers,1854,2.4,2020-07-31,2020
A-29,SUMMIT,Tigers,1856,2.69,2021-06-30,2021
A-29,SUMMIT,Tigers,1863,2.65,2022-06-28,2022
A-29,SUMMIT,Tigers,1848,2.83,2023-07-14,2023
A-29,SUMMIT,Tigers,1844,2.78,2024-07-08,2024
A-29,SUMMIT,Tigers,1852,3.8,2025-07-02,2025
A-3,SUMMIT,Brookies,566,2.54,2002-06-24,2002
A-3,SUMMIT,Brookies,496,2.65,2005-07-13,2005
A-3,SUMMIT,Brookies,500,2.92,2008-07-08,2008
A-3,SUMMIT,Brookies,493,2.68,2012-08-06,2012
A-3,SUMMIT,Brookies,512,2.5,2015-07-01,2015
A-3,SUMMIT,Brookies,500,2.88,2018-06-27,2018
A-3,SUMMIT,Brookies,182,2.47,2020-07-31,2020
A-3,SUMMIT,Brookies,173,2.79,2021-06-28,2021
A-3,SUMMIT,Brookies,168,2.75,2022-06-29,2022
A-3,SUMMIT,Brookies,169,2.68,2023-07-13,2023
A-3,SUMMIT,Brookies,173,2.9,2024-07-03,2024
A-3,SUMMIT,Brookies,170,3.01,2025-06-25,2025
A-30,SUMMIT,Brookies,398,2.54,2002-06-24,2002
A-30,SUMMIT,Brookies,402,2.65,2005-07-13,2005
A-30,SUMMIT,Brookies,300,2.71,2009-07-06,2009
A-30,SUMMIT,Brookies,304,2.3,2012-06-25,2012
A-30,SUMMIT,Brookies,304,2.5,2015-07-01,2015
A-30,SUMMIT,Brookies,305,2.88,2018-07-09,2018
A-30,SUMMIT,Brookies,299,2.79,2021-06-28,2021
A-30,SUMMIT,Brookies,296,2.9,2024-07-03,2024
A-31,SUMMIT,Brookies,199,2.54,2002-06-24,2002
A-31,SUMMIT,Brookies,196,2.48,2004-07-06,2004
A-31,SUMMIT,Brookies,204,2.75,2006-07-07,2006
A-31,SUMMIT,Brookies,200,2.92,2008-07-08,2008
A-31,SUMMIT,Brookies,196,2.79,2010-07-08,2010
A-31,SUMMIT,Brookies,195,2.3,2012-06-25,2012
A-31,SUMMIT,Brookies,199,1.78,2014-07-07,2014
A-31,SUMMIT,Brookies,200,2.16,2016-06-28,2016
A-31,SUMMIT,Brookies,200,2.88,2018-07-09,2018
A-31,SUMMIT,Brookies,198,2.47,2020-07-30,2020
A-31,SUMMIT,Brookies,204,2.75,2022-06-27,2022
A-31,SUMMIT,Brookies,204,2.9,2024-07-03,2024
A-32,SUMMIT,Brookies,900,2.75,2006-07-07,2006
A-32,SUMMIT,Brookies,897,2.79,2010-07-08,2010
A-32,SUMMIT,Brookies,921,2.4,2014-06-19,2014
A-32,SUMMIT,Brookies,903,2.88,2018-07-09,2018
A-32,SUMMIT,Brookies,456,2.75,2022-06-27,2022
A-32,SUMMIT,Brookies,449,2.9,2024-07-03,2024
A-33,SUMMIT,Brookies,306,2.62,2003-07-02,2003
A-33,SUMMIT,Brookies,295,2.65,2005-07-13,2005
A-33,SUMMIT,Brookies,300,3.22,2007-07-09,2007
A-33,SUMMIT,Tigers,300,2.86,2009-07-06,2009
A-33,SUMMIT,Tigers,303,3.16,2012-07-04,2012
A-33,SUMMIT,Tigers,350,3.55,2015-07-07,2015
A-33,SUMMIT,Tigers,234,2.34,2018-07-09,2018
A-33,SUMMIT,Tigers,294,2.69,2021-06-30,2021
A-33,SUMMIT,Tigers,302,2.78,2024-07-08,2024
A-34,SUMMIT,Brookies,1098,2.62,2003-06-30,2003
A-34,SUMMIT,Cutthroats,926,1.89,2004-09-28,2004
A-34,SUMMIT,Cutthroats,1188,1.44,2006-10-09,2006
A-34,SUMMIT,Cutthroats,1113,1.86,2007-09-10,2007
A-34,SUMMIT,Cutthroats,1078,1.55,2010-09-15,2010
A-34,SUMMIT,Tigers,603,2.94,2011-08-01,2011
A-34,SUMMIT,Cutthroats,1094,2.37,2013-10-05,2013
A-34,SUMMIT,Tigers,1099,2.75,2014-06-12,2014
A-34,SUMMIT,Tigers,3285,3.12,2014-06-24,2014
A-34,SUMMIT,Cutthroats,1050,2.12,2014-09-17,2014
A-34,SUMMIT,Tigers,903,3.55,2016-06-29,2016
A-34,SUMMIT,Tigers,761,2.34,2018-07-09,2018
A-34,SUMMIT,Tigers,905,2.65,2019-07-09,2019
A-34,SUMMIT,Tigers,900,2.4,2020-07-31,2020
A-34,SUMMIT,Tigers,602,2.69,2021-06-30,2021
A-34,SUMMIT,Tigers,621,2.65,2022-06-28,2022
A-34,SUMMIT,Cutthroats,1008,2.4,2024-09-24,2024
A-35,SUMMIT,Brookies,396,2.75,2006-07-07,2006
A-35,SUMMIT,Brookies,400,2.71,2009-07-06,2009
A-35,SUMMIT,Brookies,403,2.61,2013-07-02,2013
A-35,SUMMIT,Brookies,398,2.29,2017-07-12,2017
A-35,SUMMIT,Brookies,403,2.79,2021-06-28,2021
A-35,SUMMIT,Brookies,398,2.9,2024-07-03,2024
A-36,SUMMIT,Brookies,704,2.54,2002-06-24,2002
A-36,SUMMIT,Brookies,701,2.48,2004-07-06,2004
A-36,SUMMIT,Brookies,696,2.75,2006-07-07,2006
A-36,SUMMIT,Brookies,530,2.92,2008-07-08,2008
A-36,SUMMIT,Brookies,529,2.79,2010-07-08,2010
A-36,SUMMIT,Brookies,521,2.3,2012-06-25,2012
A-36,SUMMIT,Brookies,532,2.61,2013-07-02,2013
A-36,SUMMIT,Brookies,528,2.5,2015-07-01,2015
A-36,SUMMIT,Brookies,524,2.29,2017-07-12,2017
A-36,SUMMIT,Brookies,390,2.68,2019-07-09,2019
A-36,SUMMIT,Brookies,529,2.79,2021-06-28,2021
A-36,SUMMIT,Brookies,520,2.68,2023-07-14,2023
A-36,SUMMIT,Brookies,525,3.01,2025-06-26,2025
A-38,SUMMIT,Brookies,612,2.54,2002-06-24,2002
A-38,SUMMIT,Brookies,603,2.48,2004-07-06,2004
A-38,SUMMIT,Brookies,600,2.75,2006-07-07,2006
A-38,SUMMIT,Brookies,600,2.92,2008-07-08,2008
A-38,SUMMIT,Brookies,598,2.79,2010-07-08,2010
A-38,SUMMIT,Brookies,499,2.3,2012-06-25,2012
A-38,SUMMIT,Brookies,352,2.5,2015-07-01,2015
A-38,SUMMIT,Brookies,357,2.88,2018-07-09,2018
A-38,SUMMIT,Brookies,345,2.79,2021-06-28,2021
A-38,SUMMIT,Brookies,469,2.9,2024-07-03,2024
A-39,SUMMIT,Splake,401,3.74,2006-07-10,2006
A-39,SUMMIT,Tigers,396,2.75,2008-07-09,2008
A-39,SUMMIT,Tigers,410,2.34,2010-07-13,2010
A-39,SUMMIT,Tigers,399,3.16,2012-07-04,2012
A-39,SUMMIT,Tigers,399,2.75,2014-06-12,2014
A-39,SUMMIT,Tigers,396,3.62,2016-07-14,2016
A-39,SUMMIT,Tigers,332,2.34,2018-07-09,2018
A-39,SUMMIT,Tigers,414,2.4,2020-07-31,2020
A-39,SUMMIT,Tigers,257,2.65,2022-06-28,2022
A-39,SUMMIT,Tigers,255,2.78,2024-07-08,2024
A-40,SUMMIT,Tigers,217,2.75,2014-06-12,2014
A-41,SUMMIT,Brookies,403,2.62,2003-06-30,2003
A-41,SUMMIT,Brookies,402,2.65,2005-07-13,2005
A-41,SUMMIT,Brookies,400,2.71,2009-07-06,2009
A-41,SUMMIT,Brookies,403,2.61,2013-07-02,2013
A-41,SUMMIT,Brookies,398,2.29,2017-07-12,2017
A-41,SUMMIT,Brookies,115,2.47,2020-07-30,2020
A-41,SUMMIT,Brookies,104,2.79,2021-06-28,2021
A-41,SUMMIT,Brookies,108,2.75,2022-06-29,2022
A-41,SUMMIT,Brookies,104,2.68,2023-07-13,2023
A-41,SUMMIT,Brookies,102,2.9,2024-07-03,2024
A-41,SUMMIT,Brookies,100,3.01,2025-06-25,2025
A-42,SUMMIT,Grayling,2003,1.5,2007-07-30,2007
A-42,SUMMIT,Tigers,1851,2.86,2009-07-06,2009
A-42,SUMMIT,Tigers,1851,3.16,2012-07-04,2012
A-42,SUMMIT,Tigers,1443,2.34,2018-07-09,2018
A-42,SUMMIT,Tigers,666,2.4,2020-07-31,2020
A-42,SUMMIT,Tigers,1306,2.69,2021-06-30,2021
A-42,SUMMIT,Tigers,662,2.65,2022-06-28,2022
A-42,SUMMIT,Tigers,1404,2.78,2024-07-08,2024
A-43,SUMMIT,Brookies,306,2.54,2002-06-24,2002
A-43,SUMMIT,Brookies,293,2.48,2004-07-06,2004
A-43,SUMMIT,Brookies,300,2.75,2006-07-07,2006
A-43,SUMMIT,Brookies,300,2.92,2008-07-08,2008
A-43,SUMMIT,Brookies,299,2.79,2010-07-08,2010
A-43,SUMMIT,Brookies,304,2.3,2012-06-25,2012
A-43,SUMMIT,Brookies,343,2.4,2014-06-19,2014
A-43,SUMMIT,Brookies,301,2.16,2016-06-28,2016
A-43,SUMMIT,Brookies,305,2.88,2018-07-09,2018
A-43,SUMMIT,Brookies,314,2.47,2020-07-31,2020
A-43,SUMMIT,Brookies,300,2.75,2022-06-27,2022
A-43,SUMMIT,Brookies,195,2.68,2023-07-13,2023
A-43,SUMMIT,Brookies,204,2.9,2024-07-03,2024
A-43,SUMMIT,Brookies,200,3.01,2025-06-25,2025
A-44,SUMMIT,Brookies,700,2.61,2006-07-13,2006
A-44,SUMMIT,Brookies,704,2.88,2006-07-13,2006
A-44,SUMMIT,Brookies,1400,2.71,2009-07-06,2009
A-44,SUMMIT,Brookies,1411,2.3,2012-06-25,2012
A-44,SUMMIT,Brookies,1008,2.5,2015-07-01,2015
A-44,SUMMIT,Brookies,1000,2.88,2018-06-27,2018
A-44,SUMMIT,Brookies,330,2.47,2020-07-30,2020
A-44,SUMMIT,Brookies,334,2.79,2021-06-28,2021
A-44,SUMMIT,Brookies,348,2.75,2022-06-29,2022
A-44,SUMMIT,Brookies,325,2.68,2023-07-13,2023
A-44,SUMMIT,Brookies,326,2.9,2024-07-03,2024
A-44,SUMMIT,Brookies,330,3.01,2025-06-25,2025
A-47,SUMMIT,Brookies,566,2.54,2002-06-24,2002
A-47,SUMMIT,Brookies,505,2.48,2004-07-06,2004
A-47,SUMMIT,Brookies,504,2.61,2006-07-13,2006
A-47,SUMMIT,Brookies,247,2.97,2008-07-08,2008
A-47,SUMMIT,Brookies,249,3.04,2008-07-08,2008
A-47,SUMMIT,Brookies,495,2.79,2010-07-08,2010
A-47,SUMMIT,Brookies,499,2.3,2012-06-25,2012
A-47,SUMMIT,Brookies,542,2.4,2014-06-19,2014
A-47,SUMMIT,Brookies,500,2.16,2016-06-28,2016
A-47,SUMMIT,Brookies,500,2.88,2018-06-27,2018
A-47,SUMMIT,Brookies,253,2.79,2021-06-28,2021
A-47,SUMMIT,Brookies,252,2.75,2022-06-27,2022
A-47,SUMMIT,Brookies,247,2.68,2023-07-13,2023
A-47,SUMMIT,Brookies,255,2.9,2024-07-03,2024
A-47,SUMMIT,Brookies,250,3.01,2025-06-26,2025
A-48,SUMMIT,Cutthroats,1499,1.89,2004-09-28,2004
A-48,SUMMIT,Cutthroats,1583,1.44,2006-10-09,2006
A-48,SUMMIT,Cutthroats,1463,1.55,2010-09-15,2010
A-48,SUMMIT,Tigers,905,2.94,2011-08-01,2011
A-48,SUMMIT,Tigers,604,2.75,2014-06-12,2014
A-48,SUMMIT,Cutthroats,1500,2.12,2014-09-17,2014
A-48,SUMMIT,Cutthroats,751,2.35,2019-09-26,2019
A-48,SUMMIT,Cutthroats,747,2.46,2021-09-21,2021
A-48,SUMMIT,Cutthroats,750,2.28,2023-09-19,2023
A-5,SUMMIT,Brookies,294,2.61,2006-07-13,2006
A-5,SUMMIT,Brookies,305,2.88,2006-07-13,2006
A-5,SUMMIT,Brookies,598,2.79,2010-07-08,2010
A-5,SUMMIT,Brookies,632,2.4,2014-06-19,2014
A-5,SUMMIT,Brookies,608,2.29,2017-07-12,2017
A-5,SUMMIT,Brookies,611,2.47,2020-07-31,2020
A-5,SUMMIT,Brookies,396,2.75,2022-06-29,2022
A-5,SUMMIT,Brookies,403,2.68,2023-07-13,2023
A-5,SUMMIT,Brookies,398,2.9,2024-07-03,2024
A-5,SUMMIT,Brookies,400,3.01,2025-06-25,2025
A-50,SUMMIT,Grayling,492,0.89,2003-08-05,2003
A-50,SUMMIT,Grayling,990,0.76,2005-07-18,2005
A-50,SUMMIT,Grayling,1000,1.4,2009-08-03,2009
A-50,SUMMIT,Grayling,1015,2.4,2015-08-25,2015
A-50,SUMMIT,Grayling,999,2.29,2019-09-26,2019
A-51,SUMMIT,Brookies,1010,2.54,2002-06-24,2002
A-51,SUMMIT,Brookies,1001,2.62,2003-06-30,2003
A-51,SUMMIT,Brookies,994,2.48,2004-07-06,2004
A-51,SUMMIT,Brookies,1005,2.65,2005-07-13,2005
A-51,SUMMIT,Brookies,504,2.61,2006-07-13,2006
A-51,SUMMIT,Brookies,498,3.47,2007-07-09,2007
A-51,SUMMIT,Brookies,498,3.04,2008-07-08,2008
A-51,SUMMIT,Brookies,504,2.97,2008-07-08,2008
A-51,SUMMIT,Brookies,1000,2.71,2009-07-06,2009
A-51,SUMMIT,Brookies,1000,2.79,2010-07-08,2010
A-51,SUMMIT,Brookies,998,2.3,2012-06-25,2012
A-51,SUMMIT,Brookies,1016,2.61,2013-07-02,2013
A-51,SUMMIT,Brookies,1011,2.4,2014-06-19,2014
A-51,SUMMIT,Brookies,800,2.5,2015-07-01,2015
A-51,SUMMIT,Brookies,1000,2.16,2016-06-28,2016
A-51,SUMMIT,Brookies,1006,2.29,2017-07-12,2017
A-51,SUMMIT,Brookies,1008,2.88,2018-07-09,2018
A-51,SUMMIT,Brookies,754,2.68,2019-07-08,2019
A-51,SUMMIT,Brookies,1006,2.47,2020-07-30,2020
A-51,SUMMIT,Brookies,252,3.66,2020-08-03,2020
A-51,SUMMIT,Brookies,1000,2.79,2021-06-28,2021
A-51,SUMMIT,Brookies,996,2.75,2022-06-27,2022
A-51,SUMMIT,Brookies,1001,2.68,2023-07-13,2023
A-51,SUMMIT,Brookies,1000,2.9,2024-07-03,2024
A-51,SUMMIT,Brookies,1000,3.01,2025-06-25,2025
A-52,SUMMIT,Brookies,1408,2.54,2002-06-24,2002
A-52,SUMMIT,Brookies,1404,2.75,2006-07-07,2006
A-52,SUMMIT,Brookies,1400,2.92,2008-07-08,2008
A-52,SUMMIT,Brookies,1403,2.79,2010-07-08,2010
A-52,SUMMIT,Brookies,1411,2.3,2012-06-25,2012
A-52,SUMMIT,Brookies,1445,2.4,2014-06-19,2014
A-52,SUMMIT,Brookies,1399,2.16,2016-06-28,2016
A-52,SUMMIT,Brookies,1400,2.88,2018-06-27,2018
A-52,SUMMIT,Brookies,710,2.47,2020-07-30,2020
A-52,SUMMIT,Brookies,702,2.79,2021-06-28,2021
A-52,SUMMIT,Brookies,696,2.75,2022-06-27,2022
A-52,SUMMIT,Brookies,702,2.68,2023-07-14,2023
A-52,SUMMIT,Brookies,704,2.9,2024-07-03,2024
A-52,SUMMIT,Brookies,700,3.01,2025-06-25,2025
A-56,SUMMIT,Cutthroats,617,1.89,2004-09-28,2004
A-56,SUMMIT,Cutthroats,643,1.44,2006-10-09,2006
A-56,SUMMIT,Cutthroats,616,1.55,2010-09-15,2010
A-56,SUMMIT,Tigers,364,2.94,2011-08-01,2011
A-56,SUMMIT,Cutthroats,600,2.18,2012-09-17,2012
A-56,SUMMIT,Tigers,302,2.75,2014-06-12,2014
A-56,SUMMIT,Cutthroats,600,2.12,2014-09-17,2014
A-56,SUMMIT,Tigers,301,3.55,2016-06-29,2016
A-56,SUMMIT,Tigers,234,2.34,2018-07-09,2018
A-56,SUMMIT,Tigers,306,2.4,2020-07-31,2020
A-56,SUMMIT,Cutthroats,600,2.13,2020-09-22,2020
A-56,SUMMIT,Cutthroats,300,2.28,2023-09-19,2023
A-56,SUMMIT,Cutthroats,329,2.4,2024-09-24,2024
A-56,SUMMIT,Cutthroats,603,2.5,2025-09-17,2025
A-57,SUMMIT,Cutthroats,7027,1.44,2006-10-09,2006
A-57,SUMMIT,Cutthroats,7007,1.55,2010-09-15,2010
A-57,SUMMIT,Tigers,4212,2.94,2011-08-01,2011
A-57,SUMMIT,Cutthroats,7001,2.18,2012-09-17,2012
A-57,SUMMIT,Tigers,3020,2.75,2014-06-12,2014
A-57,SUMMIT,Cutthroats,7050,2.12,2014-09-17,2014
A-57,SUMMIT,Tigers,3003,3.55,2016-06-29,2016
A-57,SUMMIT,Tigers,2204,2.34,2018-07-09,2018
A-57,SUMMIT,Tigers,3006,2.4,2020-07-31,2020
A-57,SUMMIT,Cutthroats,6998,2.13,2020-09-22,2020
A-57,SUMMIT,Cutthroats,3023,2.28,2023-09-19,2023
A-57,SUMMIT,Cutthroats,3046,2.4,2024-09-24,2024
A-57,SUMMIT,Cutthroats,3014,2.26,2025-09-17,2025
A-58,SUMMIT,Rainbows,400,9.63,2002-06-03,2002
A-58,SUMMIT,Rainbows,400,9.52,2002-06-10,2002
A-58,SUMMIT,Rainbows,400,9.52,2002-06-18,2002
A-58,SUMMIT,Rainbows,499,9.52,2002-06-25,2002
A-58,SUMMIT,Rainbows,251,9.57,2002-07-02,2002
A-58,SUMMIT,Rainbows,399,9.57,2002-07-02,2002
A-58,SUMMIT,Rainbows,399,9.57,2002-07-10,2002
A-58,SUMMIT,Rainbows,399,9.69,2002-07-16,2002
A-58,SUMMIT,Rainbows,400,9.87,2002-07-22,2002
A-58,SUMMIT,Rainbows,403,9.87,2002-07-29,2002
A-58,SUMMIT,Rainbows,399,9.69,2002-08-06,2002
A-58,SUMMIT,Rainbows,451,9.75,2002-08-19,2002
A-58,SUMMIT,Rainbows,400,9.52,2003-06-10,2003
A-58,SUMMIT,Rainbows,400,9.87,2003-06-17,2003
A-58,SUMMIT,Rainbows,400,9.52,2003-06-24,2003
A-58,SUMMIT,Rainbows,400,9.52,2003-06-30,2003
A-58,SUMMIT,Rainbows,400,9.52,2003-07-08,2003
A-58,SUMMIT,Rainbows,400,9.63,2003-07-18,2003
A-58,SUMMIT,Rainbows,400,9.63,2003-07-22,2003
A-58,SUMMIT,Rainbows,400,9.87,2003-07-30,2003
A-58,SUMMIT,Rainbows,400,10.0,2003-08-05,2003
A-58,SUMMIT,Rainbows,400,10.44,2003-08-13,2003
A-58,SUMMIT,Rainbows,400,10.44,2003-08-18,2003
A-58,SUMMIT,Rainbows,399,10.6,2003-08-26,2003
A-58,SUMMIT,Rainbows,400,9.68,2004-06-01,2004
A-58,SUMMIT,Rainbows,400,9.68,2004-06-07,2004
A-58,SUMMIT,Rainbows,400,9.75,2004-06-14,2004
A-58,SUMMIT,Rainbows,403,9.72,2004-06-23,2004
A-58,SUMMIT,Rainbows,400,9.81,2004-06-28,2004
A-58,SUMMIT,Rainbows,400,9.81,2004-07-07,2004
A-58,SUMMIT,Rainbows,399,10.11,2004-07-12,2004
A-58,SUMMIT,Rainbows,400,9.75,2004-07-21,2004
A-58,SUMMIT,Rainbows,408,10.14,2004-07-26,2004
A-58,SUMMIT,Rainbows,400,9.81,2004-08-03,2004
A-58,SUMMIT,Rainbows,400,9.81,2004-08-11,2004
A-58,SUMMIT,Rainbows,400,9.87,2004-08-16,2004
A-58,SUMMIT,Rainbows,400,10.0,2004-08-23,2004
A-58,SUMMIT,Rainbows,299,10.28,2005-06-24,2005
A-58,SUMMIT,Rainbows,301,10.31,2005-07-01,2005
A-58,SUMMIT,Rainbows,302,10.36,2005-07-06,2005
A-58,SUMMIT,Rainbows,300,10.77,2005-07-12,2005
A-58,SUMMIT,Rainbows,300,10.77,2005-07-18,2005
A-58,SUMMIT,Rainbows,299,10.44,2005-07-28,2005
A-58,SUMMIT,Rainbows,301,10.39,2005-08-04,2005
A-58,SUMMIT,Rainbows,401,10.39,2005-08-09,2005
A-58,SUMMIT,Rainbows,301,10.39,2005-08-15,2005
A-58,SUMMIT,Brookies,2016,2.88,2005-08-16,2005
A-58,SUMMIT,Rainbows,400,10.42,2005-08-23,2005
A-58,SUMMIT,Rainbows,305,10.3,2005-08-29,2005
A-58,SUMMIT,Rainbows,299,10.28,2006-06-09,2006
A-58,SUMMIT,Rainbows,299,9.87,2006-06-19,2006
A-58,SUMMIT,Rainbows,300,9.75,2006-07-05,2006
A-58,SUMMIT,Rainbows,302,10.36,2006-07-11,2006
A-58,SUMMIT,Rainbows,300,10.77,2006-07-21,2006
A-58,SUMMIT,Rainbows,300,10.77,2006-07-28,2006
A-58,SUMMIT,Rainbows,300,10.77,2006-08-02,2006
A-58,SUMMIT,Rainbows,300,10.77,2006-08-10,2006
A-58,SUMMIT,Rainbows,300,10.77,2006-08-15,2006
A-58,SUMMIT,Rainbows,405,11.16,2006-08-21,2006
A-58,SUMMIT,Rainbows,407,11.14,2006-09-01,2006
A-58,SUMMIT,Rainbows,306,11.37,2006-09-11,2006
A-58,SUMMIT,Rainbows,300,10.0,2007-06-01,2007
A-58,SUMMIT,Rainbows,300,10.0,2007-06-05,2007
A-58,SUMMIT,Rainbows,298,10.86,2007-06-19,2007
A-58,SUMMIT,Rainbows,305,11.06,2007-06-25,2007
A-58,SUMMIT,Brookies,530,3.84,2007-06-28,2007
A-58,SUMMIT,Rainbows,300,10.14,2007-07-03,2007
A-58,SUMMIT,Rainbows,299,10.36,2007-07-10,2007
A-58,SUMMIT,Rainbows,299,11.28,2007-07-17,2007
A-58,SUMMIT,Rainbows,299,11.28,2007-07-23,2007
A-58,SUMMIT,Rainbows,299,11.16,2007-07-31,2007
A-58,SUMMIT,Rainbows,317,10.96,2007-08-07,2007
A-58,SUMMIT,Rainbows,298,10.96,2007-08-14,2007
A-58,SUMMIT,Rainbows,299,10.31,2007-08-21,2007
A-58,SUMMIT,Rainbows,298,9.93,2008-06-23,2008
A-58,SUMMIT,Rainbows,308,10.44,2008-07-01,2008
A-58,SUMMIT,Rainbows,300,10.77,2008-07-11,2008
A-58,SUMMIT,Rainbows,300,10.77,2008-07-16,2008
A-58,SUMMIT,Rainbows,299,10.28,2008-07-22,2008
A-58,SUMMIT,Rainbows,300,10.14,2008-07-29,2008
A-58,SUMMIT,Rainbows,300,10.14,2008-08-04,2008
A-58,SUMMIT,Rainbows,308,10.05,2008-08-12,2008
A-58,SUMMIT,Rainbows,299,10.07,2008-08-18,2008
A-58,SUMMIT,Rainbows,300,10.6,2008-08-25,2008
A-58,SUMMIT,Rainbows,300,10.6,2008-09-02,2008
A-58,SUMMIT,Rainbows,300,10.77,2008-09-08,2008
A-58,SUMMIT,Rainbows,299,9.87,2009-06-11,2009
A-58,SUMMIT,Rainbows,299,9.81,2009-06-17,2009
A-58,SUMMIT,Rainbows,299,10.44,2009-06-22,2009
A-58,SUMMIT,Rainbows,308,10.44,2009-06-29,2009
A-58,SUMMIT,Rainbows,300,10.27,2009-07-08,2009
A-58,SUMMIT,Rainbows,301,10.28,2009-07-14,2009
A-58,SUMMIT,Rainbows,300,10.0,2009-07-21,2009
A-58,SUMMIT,Rainbows,300,10.0,2009-07-27,2009
A-58,SUMMIT,Rainbows,300,10.0,2009-08-03,2009
A-58,SUMMIT,Rainbows,301,9.93,2009-08-10,2009
A-58,SUMMIT,Rainbows,200,10.04,2009-08-18,2009
A-58,SUMMIT,Rainbows,201,10.07,2009-08-24,2009
A-58,SUMMIT,Rainbows,200,10.6,2009-09-08,2009
A-58,SUMMIT,Rainbows,300,10.58,2010-06-21,2010
A-58,SUMMIT,Rainbows,299,10.44,2010-06-29,2010
A-58,SUMMIT,Rainbows,299,10.44,2010-07-06,2010
A-58,SUMMIT,Rainbows,300,10.96,2010-07-15,2010
A-58,SUMMIT,Rainbows,300,12.13,2010-07-19,2010
A-58,SUMMIT,Tigers,301,9.8,2010-07-27,2010
A-58,SUMMIT,Rainbows,299,10.44,2010-08-03,2010
A-58,SUMMIT,Tigers,297,9.12,2010-08-11,2010
A-58,SUMMIT,Rainbows,299,10.44,2010-08-17,2010
A-58,SUMMIT,Rainbows,300,10.77,2010-08-24,2010
A-58,SUMMIT,Tigers,301,9.31,2010-08-30,2010
A-58,SUMMIT,Rainbows,33,10.77,2010-09-08,2010
A-58,SUMMIT,Tigers,248,9.31,2010-09-08,2010
A-58,SUMMIT,Rainbows,399,10.13,2011-07-12,2011
A-58,SUMMIT,Rainbows,400,9.97,2011-07-18,2011
A-58,SUMMIT,Rainbows,400,8.71,2011-07-28,2011
A-58,SUMMIT,Rainbows,400,9.16,2011-08-03,2011
A-58,SUMMIT,Rainbows,400,8.63,2011-08-10,2011
A-58,SUMMIT,Rainbows,400,8.63,2011-08-17,2011
A-58,SUMMIT,Rainbows,400,10.12,2011-08-23,2011
A-58,SUMMIT,Rainbows,400,10.12,2011-08-29,2011
A-58,SUMMIT,Rainbows,400,9.74,2011-09-07,2011
A-58,SUMMIT,Rainbows,202,9.63,2012-05-29,2012
A-58,SUMMIT,Tigers,99,10.99,2012-06-02,2012
A-58,SUMMIT,Rainbows,271,9.57,2012-06-11,2012
A-58,SUMMIT,Tigers,260,10.8,2012-06-11,2012
